Text,Class,filtered_text
"By the efforts of 50 Doctors, former founder of Green Life Medical College Hospital, the hospital were established. Dr. Pran Gopal Datto Sir is one of them.",positive,efforts doctor former founder green life medical college hospital hospital establish pran gopal datto
Fully air conditioned and very neat and clean. Not like government hospital. Has information desk in the ground floor where you can get necessary information.,positive,fully condition neat clean like government hospital information desk grind floor necessary information
Good Place With Neat And Cleanliness.,positive,good place neat cleanliness
Good hospital for cancer chemotherapy by Prof. Dr. Moarraf Hussain sir.,positive,good hospital cancer chemotherapy prof moarraf hussain
Good hospital and mediocre medical college,positive,good hospital mediocre medical college
Very bad experiences here...Dr. Bidhan is the worst!!!,negative,experience bidhan worst
One of the largest medical college n hospital in dhanmondi,positive,largest medical college hospital dhanmondi
newly founded private medical hospital by pran gopal roy behind labaid hospital and anowar khan medical college in between the road of farmgate to new market at panthopath before comfort hospital.,positive,newly found private medical hospital pran gopal behind labaid hospital anowar khan medical college road farmgate market panthopath comfort hospital
Very good hospital. They provide great service.,positive,good hospital provide great service
Worse service and unprofessional doctors.,negative,worse service unprofessional doctor
🌸,positive,
"Doctors are very experienced .Very expensive hospital , other than that its good",mixed,doctor experience expensive hospital good
Well service,positive,well service
"Specialist doctors seat here on certain days, need to make a reservation before seeing a specialist.",positive,specialist doctor seat certain days need make reservation see specialist
Too much serial in every check up.,positive,much serial every check
"excellent facility and stuff. but if u have an emergency don't go for it, cause u gonna get stucked in traffic jam of Panthapath, which ever way u wish to come through for sure.",positive,excellent facility stuff emergency cause gonna stucked traffic panthapath ever wish come sure
one of the best hospital in dhaka city.,positive,best hospital dhaka city
I visited many hospital but it was much neat and clean.doctors are really good.,positive,visit many hospital much neat clean doctor really good
It’s a good hospital,positive,good hospital
This is a great Hospital with every facilities.The doctors are friendly.The rooms are perfect for making a patent well again.Services are also very good.,positive,great hospital every facilities doctor friendly room perfect make patent well service also good
a good and renowned hospital in dhaka city. Most of the renowned doctor have their chambers here.,positive,good renowned hospital dhaka city renowned doctor chamber
Nice one,positive,nice
Very good high class hospital in this area. Although it is little bit costly but there are lots of good doctors are here.,positive,good high class hospital area although little costly lot good doctor
"On the basis of service I'm unable to rate 5 whereas I've rated 3star. I've tried to contact with information desk from the number was given on google but none pick up,  moreover I would like to say ""please delete your number from google as you don't pick up as you don't respond or improve your service of customers relationship.",positive,basis service unable rate whereas rat try contact information desk number give google none pick moreover would like please delete number google pick respond improve service customers relationship
The hospital is great. The environment inside Hygienic which is suitable for patients. but the road in front of the hospital is not so spacious.,positive,hospital great environment inside hygienic suitable patients road front hospital spacious
"Standard hospital and treatment,but too much costly for cabin rent.",positive,standard hospital treatment much costly cabin rent
Medical center. Moderate costly.,positive,medical center moderate costly
A decent hospital with good doctors.,positive,decent hospital good doctor
"As its a new hospital, they have some limitations.But day by day they are doing well.their service is not very expensive.",positive,hospital limitations well service expensive
This Hospital is good but costly....  :(,mixed,hospital good costly
Well generated hospital. Environment is too good.,positive,well generate hospital environment good
A good private medical college hospital with renowned professors & teaching stuffs. Buildind is beautiful. Service is good.,positive,good private medical college hospital renowned professors teach stuff buildind beautiful service good
Ulramordern Medical college Hospital and different famous Specialist are Serv here.,positive,ulramordern medical college hospital different famous specialist serv
It's good for treatment purpositivee,positive,good treatment purpositivee
Great hospital. I had done my hand operation here. The surgeons here are very specialist and renowned.,positive,great hospital do hand operation surgeons specialist renowned
Recommended for rheumatic diseases. It's a well known hospital in dhanmondi area but specially famous for rheumatic diseases treatment.,positive,recommend rheumatic diseases well know hospital dhanmondi area specially famous rheumatic diseases treatment
"A GOOD PRIVATE MEDICAL IN BANGLADESH LOCATED NEAR GREEN ROAD. EMINENT PROFESSOR DR. PRAN GOPAL DATTA IS IN LEADING positiveITION HERE. DR. TAUHIDUL ALAM (SURGEON), DR. KHALILUR RAHMAN (ANESTHETIST)  ARE MOST PUPULAR DOCTORS.",positive,good private medical bangladesh locate near green road eminent professor pran gopal datta lead positiveition tauhidul alam surgeon khalilur rahman anesthetist pupular doctor
Everything is better but no body answered the receptions phone. It must b improved & need more then two phone number to communicates.,positive,everything better body answer receptions phone must improve need phone number communicate
"There’s phones call operation is totally faltu,,",positive,phone call operation totally faltu
I think some bustard are appointed there to received the phone calls.,positive,think bustard appoint receive phone call
I want to talks with someone about doctors but i can't talk with them,positive,want talk someone doctor talk
"It's a property of few of famous physician, lead by Prof. Pran Gopal Datta with modern facility, good caring team.",positive,property famous physician lead prof pran gopal datta modern facility good care team
"Very neat& clean, good sitting space and good doctors specializing on rheumatic diseases  but there's no cafe or restaurant but a small counter for drinks and coffee which needs much improvement!",mixed,neat clean good sit space good doctor specialize rheumatic diseases cafe restaurant small counter drink coffee need much improvement
Worst hospital. If it is positivesible please boycott and avoid green life,negative,worst hospital positivesible please boycott avoid green life
🙋‍♂️,positive,
Neat and clean hospital. Environment are good.,positive,neat clean hospital environment good
I'd like to give them three star for their help desk staff. They need continuous training to make them think they are not doctor.,positive,like give three star help desk staff need continuous train make think doctor
Good Servics,positive,good servics
Good place for have good health care.  Best team available . Good supporting infrastruucture.,positive,good place good health care best team available good support infrastruucture
"Standard hospital and treatment,but too much costly for cabin rent.",positive,standard hospital treatment much costly cabin rent
Good environment..,positive,good environment
And best service..,positive,best service
Emergency is opened for 24/7.,positive,emergency open
"It is a medical College and hospital located in Green road, Dhanmondi,Dhaka........ with high-tech machineries",positive,medical college hospital locate green road dhanmondi dhaka high tech machineries
"Worst experience ever. You have to tip ward boys and cleaners for there services, so called attendants for wheelchair. Behavior of their staff was very rude and unprofessional. They dont even accept card payments for outdoor patients. Card payments accepted for indoor patients only.",negative,worst experience ever ward boys cleaners service call attendants wheelchair behavior staff rude unprofessional dont even accept card payments outdoor patients card payments accept indoor patients
Inefficient billing section employees and low iq people for service. Made a patient wait 1 hour only for some random paperworks.,positive,inefficient bill section employees people service make patient wait hour random paperworks
Won't visit anymore and will ask friends and family not to also.,negative,visit anymore friends family also
Don't believe on the hospital,negative,believe hospital
"Good private hospital in Green road, Dhanmondi, Dhaka.",positive,good private hospital green road dhanmondi dhaka
One of the good private hospital in dhaka. Doctor fees is reasonable but staff support is not comfortable.,mixed,good private hospital dhaka doctor fee reasonable staff support comfortable
Expert doctors are really impressive compare to the other mid range hospital. …,positive,expert doctor really impressive compare range hospital
A good medical hospital. Also a medical college . Both are privet. The service and treatment is good.,positive,good medical hospital also medical college privet service treatment good
Green Life Medical College Hospital is a specialized hospital in dhaka. Many specialized doctors are available here.,positive,green life medical college hospital specialize hospital dhaka many specialize doctor available
Hospital is good. Environment is wonderful. Stuffs & doctors are really helpful,positive,hospital good environment wonderful stuff doctor really helpful
Moderate scheduling. Good doctors. Not cheap but not expensive as well.,positive,moderate schedule good doctor cheap expensive well
It's a very good hospital🏥 for Reumatic research.Apprecimatly I come here with my mother.,positive,good hospital reumatic research apprecimatly come mother
Very good hospital for treatment... All tips of specialized doctors are available here..,positive,good hospital treatment tip specialize doctor available
Good place for have good health care.  Best team available . Good supporting infrastruucture.,positive,good place good health care best team available good support infrastruucture
"Not the best place, little undermanned.",negative,best place little undermanned
Not bad. Service was good.,positive,service good
This hospital service are very well. It is parfect for middle class.this hospital low cost service well. Almost well.,positive,hospital service well parfect middle class hospital cost service well almost well
Five star Only for Doctor Chowdhury Iqbal Mahmud Sir.,positive,five star doctor chowdhury iqbal mahmud
Very good service...but not best...this is clean and we'll maintenance hospital,positive,good service best clean maintenance hospital
Good,positive,good
One of the most scientifically decorated modern careful hospitals in Dhaka city,positive,scientifically decorate modern careful hospitals dhaka city
Environment is very nice of this medical.Treatment cost is very expensive.Service is good.,positive,environment nice medical treatment cost expensive service good
One of the private medical college and hospitals of dhaka and still doing good with good reputation,positive,private medical college hospitals dhaka still good good reputation
Its a very cost hospital.,positive,cost hospital
The DOD's are not professional.But the specialists are excellent.Proper cleanses should be maintained.,positive,professional specialists excellent proper cleanse maintain
Typical Private medical of Bangladesh. A lot of doctors with all type of medical check up facilities available.,positive,typical private medical bangladesh doctor type medical check facilities available
"Most worst hospital, did not provide service as per their bill charge.",negative,worst hospital provide service bill charge
"Phone numbers are provided for serial,but no one receives phone.Tried several times,but no response.Bad experience.",negative,phone number provide serial receive phone try several time response experience
Good environment..,positive,good environment
And best service..,positive,best service
Emergency is opened for 24/7.,positive,emergency open
"For the 1st time here in the hospital ,good experience for me but the students of medical college are so annoying.",mixed,time hospital good experience students medical college annoy
World class DOCTORS are here,positive,world class doctor
Service is so poor I admitted there 3 days but not a single doc came to visit me and the maids always asking about tips,negative,service poor admit days single come visit maids always ask tip
"Green life Medical is good Medical.This medical is very good for Rich man & middle class ,Good location, good Doctors , good communication.",positive,green life medical good medical medical good rich middle class good location good doctor good communication
Good hospital with new equipments but in a crowdy area.,positive,good hospital equipments crowdy area
OK Hospital with basic service. Although the equipment used are modern,positive,hospital basic service although equipment use modern
Everything is good but their nursing system can be developed!,positive,everything good nurse system develop
Hospital is Very nice.. i was in there for my daughter tooth problem...,positive,hospital nice daughter tooth problem
"Few doctors are best in Bangladesh, but it is very costly for paying patient.",mixed,doctor best bangladesh costly pay patient
It's good.,positive,good
It is one of the best hospitals in our country.,positive,best hospitals country
Very bad System. I had come three times. Serial process of patient is very partialful.,negative,system come three time serial process patient partialful
low cost then other same Hospital but nice services,positive,cost hospital nice service
Very good environment and cost is reasonable for middle class people.,positive,good environment cost reasonable middle class people
Poor service....behave of staff so rude...amar mone hoi karo jawa uchit na,negative,poor service behave staff rude amar mone karo jawa uchit
"Not so professional. Waiting for a report , but no one to deliver. Is it a private organization?",negative,professional wait report deliver private organization
Very good hospital for all types of people,positive,good hospital type people
So expensive.. to much. There is all of you guys are realized is a high cost in a place # think before when u smoking #,negative,expensive much guy realize high cost place think smoke
Good,positive,good
Well organized and many doctors. But very costly.,positive,well organize many doctor costly
This is a very beautiful hospital. It is very neat and clean.,positive,beautiful hospital neat clean
"Stay on the Hospital, wrong decision. Their charge increase like a horse power.",positive,stay hospital wrong decision charge increase like horse power
They provide quite good service to the patient.,positive,provide quite good service patient
Wonderful concept 👌👏 fire 🔥🔥 hydrant still showing front door,positive,wonderful concept fire hydrant still show front door
Its really good service provide of Hospital :),positive,really good service provide hospital
Quality service & clean cabin,positive,quality service clean cabin
It's very good hospital & very affordable,positive,good hospital affordable
Worst management ever..don't go to the hospital,negative,worst management ever hospital
Not the best but a good Hospital in Dhaka,positive,best good hospital dhaka
Good medical college hospital. I am a cistomer of this hospital.,positive,good medical college hospital cistomer hospital
Well known hospital,positive,well know hospital
Very neat & clean with good medical service.,positive,neat clean good medical service
Good service but a bit expensive,positive,good service expensive
The hospital is located in a wrong place.. too much traffic jam in front of this..,positive,hospital locate wrong place much traffic front
"Best private medical college and hospital in Bangladesh, dhaka",positive,best private medical college hospital bangladesh dhaka
"Very bad services, I think no one get proper direction from them even from help desk!!!😟😟😟",negative,service think proper direction even help desk
"Clean, doctors and sisters are friendly. They care about what their patients.",positive,clean doctor sisters friendly care patients
It's an very good Hospital in DHAKA,positive,good hospital dhaka
Bad behaviour cash counter and Report delivery Corner.,positive,behaviour cash counter report delivery corner
Private Medical College and Hospital,positive,private medical college hospital
Good servi,positive,good servi
"Satisfied with the doctor's service, but a bit annoyed by the individual receptionist..",positive,satisfy doctor service annoy individual receptionist
one of the modern and best hospital of bangladesh,positive,modern best hospital bangladesh
Great,positive,great
They provide pretty great service! Recommended.,positive,provide pretty great service recommend
Students activities are appreciated,positive,students activities appreciate
this hospital is very costly but well environment,positive,hospital costly well environment
A good quality private medical college in Dhaka.,positive,good quality private medical college dhaka
It is a very good hospital in dhaka,positive,good hospital dhaka
Good Hospital,positive,good hospital
Neat and Clean,positive,neat clean
Good medical services at reasonable price,positive,good medical service reasonable price
It is a good medical college & hospital.,positive,good medical college hospital
Best doctors,positive,best doctor
Dr. Syed Atikul Haq sitting in please answer me??,positive,syed atikul sit please answer
Quality service,positive,quality service
Ok,positive,
Its a medical college with lots of legendary Professors and doctors.,positive,medical college lot legendary professors doctor
A renewed health care service provider in Bangladesh,positive,renew health care service provider bangladesh
Excellent environment,positive,excellent environment
A medical college hospital with all modern equipments.,positive,medical college hospital modern equipments
careless hospital. made just for business.,negative,careless hospital make business
"waiting is painfull, however its life saving hospital",mixed,wait painfull however life save hospital
clean and good service,positive,clean good service
Service of Intensive care units are poor.,negative,service intensive care units poor
Nice decoration but very costly hospital,mixed,nice decoration costly hospital
The emergency has done a good job when i was ill,positive,emergency do good
Absolutely rubbish!!!,negative,absolutely rubbish
your phone service is very poor. Nobody picks up the even repeated call.,negative,phone service poor nobody pick even repeat call
"Nice,clean & beatiful hospital....",positive,nice clean beatiful hospital
.Clean Hospital and have a good Service.,positive,clean hospital good service
one of the best hospital in Bangladesh,positive,best hospital bangladesh
Don't believe on the hospital,negative,believe hospital
They have modern machines for diagnosis,positive,modern machine diagnosis
"Worst customer care, very poorly disciplined",negative,worst customer care poorly discipline
The hospital with the latest technology (I can not give a bad review.),positive,hospital latest technology give review
Worst hospital!,negative,worst hospital
newly started but more facilities.,positive,newly start facilities
Average quality private hospital,positive,average quality private hospital
private hospital.,positive,private hospital
cost is expensive.,negative,cost expensive
Good Hospital with modern facilities.,positive,good hospital modern facilities
Amazing hospital good care nice hospital good,positive,amaze hospital good care nice hospital good
"Great place, calm and quiet atmosphere.",positive,great place calm quiet atmosphere
Good one in Dhaka city with Medical college,positive,good dhaka city medical college
ICU GOOD BUT positiveT OPPERTIVE NOT GOOD,mixed,good positivet oppertive good
good...........but not enough till now.........................,mixed,good enough till
"Renwoned doctors, but expensive for poor people.",mixed,renwoned doctor expensive poor people
Great hospital and medical college.,positive,great hospital medical college
"Best Hospital in Dhaka, Bangladesh.",positive,best hospital dhaka bangladesh
Well maintained hospital,positive,well maintain hospital
A hospital with controversy about its treatment and honesty.,positive,hospital controversy treatment honesty
"good hospital, friendly staff",positive,good hospital friendly staff
popular hospital in dhaka city,positive,popular hospital dhaka city
Like the treatment options available here.,positive,like treatment options available
Best medical services available here,positive,best medical service available
Wate 6 hours for a visit,negative,wate hours visit
Ready to provide all medical needs,positive,ready provide medical need
Good service,positive,good service
Good private medical college.,positive,good private medical college
average service. not bad.,positive,average service
Very good environment,positive,good environment
Crowded hospital in city,positive,crowd hospital city
good place and good service and good hospital,positive,good place good service good hospital
This is medical college hospital.,positive,medical college hospital
Good for ENT Treatment,positive,good treatment
Good,positive,good
"Uneducated, uninformed, unprofessional telephone attendants.",negative,uneducated uninformed unprofessional telephone attendants
Very poor Air conditioning system.,negative,poor condition system
Call center & service is so bad,negative,call center service
biggest hospital in Green Road area,positive,biggest hospital green road area
The receptionists are foul persons.,positive,receptionists foul persons
Good & well organized!!,positive,good well organize
Not bad,positive,
Work ing place for doctor,positive,work place doctor
I like it's all services...,positive,like service
Good service and facilities.,positive,good service facilities
Nice private hospital,positive,nice private hospital
Quick service.,positive,quick service
Good service & well organised,positive,good service well organise
Very Good Hospital.,positive,good hospital
Recommended for rheumatic diseases.,positive,recommend rheumatic diseases
Nice private medical collage,positive,nice private medical collage
Nice college for medical student,positive,nice college medical student
Visit for need info.,positive,visit need info
very good,positive,good
Not bad,positive,
very nice,positive,nice
Nice hospital,positive,nice hospital
Expensive,negative,expensive
Nice hospital but expensive,mixed,nice hospital expensive
V good,positive,good
I am a student of this medical college.,positive,student medical college
Medium good,positive,medium good
Good private hospital,positive,good private hospital
Good hospital,positive,good hospital
Good for medical services,positive,good medical service
Beautiful private hospital,positive,beautiful private hospital
They need only money :/,negative,need money
Not a bad hospital,positive,hospital
It’s not bad,positive,
❤️,positive,
Place and Treatment is good .,positive,place treatment good
Good.,positive,good
I have nothing to say...just awesome,positive,nothing awesome
Nice hospital,positive,nice hospital
Good but Expensive.,mixed,good expensive
Good Hospital good service,positive,good hospital good service
Good Servics,positive,good servics
Expensive,negative,expensive
better place for medical treatment,positive,better place medical treatment
Good,positive,good
not good at all...,negative,good
Good hospital,positive,good hospital
Good medical services,positive,good medical service
Good medical facilities,positive,good medical facilities
very costly :P,negative,costly
loved it,positive,love
GOOD,positive,good
Very expensive,negative,expensive
costly for middle class -.-,negative,costly middle class
Sophisticated Medical Services,positive,sophisticate medical service
its very good,positive,good
Cleanliness: 5/5,positive,cleanliness
Service: 4/5,positive,service
Doctor quality: 4/5 …,positive,doctor quality
Good hospital,positive,good hospital
Good hospital.,positive,good hospital
I'm in us.....,positive,
Costly,negative,costly
Nice,positive,nice
Nice,positive,nice
They need only money :/,negative,need money
its so good,positive,good
Expensive,negative,expensive
Good service.,positive,good service
Bad service,negative,service
biggest hospital in Green Road area,positive,biggest hospital green road area
Good.,positive,good
Good but Expensive.,mixed,good expensive
Not bad,positive,
Nice,positive,nice
Good,positive,good
good doctors😃,positive,good doctor
gd,positive,
Green Road,positive,green road
Superb,positive,superb
good,positive,good
Nice......,positive,nice
Good,positive,good
Good service.,positive,good service
Good,positive,good
Nice hospital but expensive,mixed,nice hospital expensive
Not bad,positive,
Very Beautiful...!!!,positive,beautiful
V good,positive,good
Good service,positive,good service
Good Service,positive,good service
Big hospital.,positive,hospital
costly for middle class -.-,negative,costly middle class
A Private Hospital,positive,private hospital
Costly hospital,mixed,costly hospital
Good,positive,good
My Death place,negative,death place
helpful service,positive,helpful service
Orthopedic hospital,positive,orthopedic hospital
💕💕💕💕💕💕💕👈,positive,
A Good Hospital...,positive,good hospital
Good hospital,positive,good hospital
like,positive,like
Okay,positive,okay
We are waiting for doctor,negative,wait doctor
Good Hospital.,positive,good hospital
Too expensive.,negative,expensive
Good service.,positive,good service
It is in right place,positive,right place
Nice place,positive,nice place
Good,positive,good
People are rude here.,negative,people rude
Good service,positive,good service
The best Hospital,positive,best hospital
Cure from diseases.,positive,cure diseases
Good Hostipal,positive,good hostipal
Bad service,negative,service
A Private Hospital,mixed,private hospital
Good service,positive,good service
worst hospital,negative,worst hospital
Good service,positive,good service
nice Hospital,positive,nice hospital
Good service,positive,good service
Costly hospital,mixed,costly hospital
Good Service,positive,good service
Digital hospital..,positive,digital hospital
Beautifull,positive,beautifull
Well Hospital,positive,well hospital
(Translated by Google) Very good quality hospital,positive,translate google good quality hospital
"To see the quality environment, there are many beautiful doctors with everything beautifully arranged …",positive,quality environment many beautiful doctor everything beautifully arrange
 There is a diagnostic setap in the hospital bedstead. Expert medical chamber at three-storey and four-floor facilities. There are many prominent experts here in the Chamber. Operation Theater on the Six Floor &  OCI.,positive,diagnostic setap hospital bedstead expert medical chamber three storey four floor facilities many prominent experts chamber operation theater floor
My family and I receive medical treatment here from Dr. Faizul Islam Sir. …,mixed,family receive medical treatment faizul islam
 Pretty good. But the tea shop in front of the hospital and the sidewalk shop are blocked by the people. There is a lot of dirt in front. The hospital administration needs to pay attention to this aspect.,mixed,pretty good shop front hospital sidewalk shop block people dirt front hospital administration need attention aspect
(Translated by Google) Green LIfe Medical College Hospital is a private hospital and medical college located on Green Road. Here MBBS degree is given and all kinds of diseases are treated. The standard of treatment is fair. The hospital has …,positive,translate google green life medical college hospital private hospital medical college locate green road mbbs degree give kinds diseases treat standard treatment fair hospital
(Translated by Google) Underwater hospital and its services and environment are very good inside Dhaka. But I think it needs to improve the serial system to show its patient. …,mixed,translate google underwater hospital service environment good inside dhaka think need improve serial system show patient
(Translated by Google) You can say first class private hospital.,positive,translate google first class private hospital
I got great service,positive,great service
The wordboys also make great use of it …,positive,wordboys also make great
(Translated by Google) I was taking Pran Gopal's treatment. Very bad experience. 1 thousand visits. Time is less than 2 minutes. Getting cereals can cure the disease. …,negative,translate google take pran gopal treatment experience thousand visit time less minutes get cereals cure disease
"(Translated by Google) 85% of the people in the center of this hospital, Pran Gopal Dutta, enter the Green Life Hospital. Of course, people who are in the surroundings of sir's management must be more sincere. Because they come from the …",mixed,translate google people center hospital pran gopal dutta enter green life hospital course people surround management must sincere come
25.09.2019 Green Life hospital kills my aunt in the ICU. Duty Doctor has created …,negative,green life hospital kill aunt duty doctor create
(Translated by Google) People leave government hospitals and come to private hospitals to escape suffering. But even here you have to sit for 4-5 hours to do a little ultrasonogram. Very sad. …,negative,translate google people leave government hospitals come private hospitals escape suffer even hours little ultrasonogram
"(Translated by Google) I have never been treated. I have gone to donate blood, the environment is good, the environment is clean. However, I could not find a place to pray in the hospital. …",mixed,translate google never treat go donate blood environment good environment clean however could find place pray hospital
"(Translated by Google) I went twice to get an angiogram at Green Life. The use of each staff is very bad. Starting from the reception, everyone knows who they think they are. …",negative,translate google go twice angiogram green life staff start reception everyone know think
"(Translated by Google) Good administration, environment well.",positive,translate google good administration environment well
(Translated by Google) The hospital is next to the busy road of Green Road. Medical expenses here are almost the same as in Square or United but the quality of treatment is low. …,negative,translate google hospital next busy road green road medical expense almost square unite quality treatment
(Translated by Google) The environment of the hospital is beautiful. They are well used and well serviced. …,positive,translate google environment hospital beautiful well use well service
(Translated by Google) Private Medical College And Hospitals Workers Are Cheating Business Today …,negative,translate google private medical college hospitals workers cheat business today
"(Translated by Google) Very good hospital, doctors and staff service and use is very good. I did a surgery, satisfied in all respects. However, the method of giving a doctor's serial is much older. …",positive,translate google good hospital doctor staff service good surgery satisfy respect however method give doctor serial much older
very good,positive,good
(Translated by Google) Have a good quality doctor? Fairly good,positive,translate google good quality doctor fairly good
(Translated by Google) 7 unique in medical services,positive,translate google unique medical service
"
Unique in medical care",positive,unique medical care
(Translated by Google) This hospital is of very good quality.,positive,translate google hospital good quality
"Besides, the hospital environment is very good …",positive,besides hospital environment good
(Translated by Google) Specially for Gestro Antrology patient,positive,translate google specially gestro antrology patient
(Translated by Google) Gopal sir is so rude !!!,negative,translate google gopal rude
Many of his doctors and well-known doctors are ready. …,positive,many doctor well know doctor ready
(Translated by Google) I showed Dr. Pran Gopal that he is very good for my ears. …,positive,translate google show pran gopal good ears
(Translated by Google) Medical services are available.,positive,translate google medical service available
"(Translated by Google) Very beautiful and beautiful service,",positive,translate google beautiful beautiful service
(Translated by Google) Refreshing atmosphere. The latter is a medical center. 24 hour indexing. …,positive,translate google refresh atmosphere latter medical center hour index
(Translated by Google) Good,positive,translate google good
good,positive,good
(Translated by Google) good hospital,positive,translate google good hospital
"(Translated by Google) Green Life Medical College, a private college and hospital, improved environment. …",positive,translate google green life medical college private college hospital improve environment
(Translated by Google) The hospital is fine,positive,translate google hospital fine
(Translated by Google) Not a good doctor at the outdoors,negative,translate google good doctor outdoors
(Translated by Google) Advanced treatment is. The cost is also high.,mixed,translate google advance treatment cost also high
(Translated by Google) Pleasant environment for patients,positive,translate google pleasant environment patients
মনোরম পরিবেশ রোগীদের জন্য,positive,
(Translated by Google) A good quality hospital,positive,translate google good quality hospital
একটি ভালো মানের হাসপাতাল,positive,
(Translated by Google) Supar hospital,positive,translate google supar hospital
Supar hospital,positive,supar hospital
(Translated by Google) Bad Hospital.,negative,translate google hospital
Very Organized & Professional service. On time & on point. Recommended place for your PCR testing. Well done Praava health Team!,positive,organize professional service time point recommend place test well do praava health team
1st experience obtained RT-PCR Test service of private hospital.,mixed,experience obtain test service private hospital
Nice and clean.,positive,nice clean
Would be ⭐️⭐️⭐️⭐️⭐️ if a lit more focus of cleanliness.,mixed,would focus cleanliness
Report system via online/email is wonderful.,positive,report system online email wonderful
"Praava health is a healthcare centre , combined with Diagonotic centre , lab, out patient service and so on. They have their own premises in Banani just behind Star Kebab. Their own doctors and specialist are also available. You can book …",positive,praava health healthcare centre combine diagonotic centre patient service premise banani behind star kebab doctor specialist also available book
The staff here is extremely helpful and courteous. The covid test management and health care team is very professional and systematic. With the expositiveure to handling people from different nationalities the team is adapted to handling people …,positive,staff extremely helpful courteous covid test management health care team professional systematic expositiveure handle people different nationalities team adapt handle people
The place is very neat & clean. The service is outstanding. Each & everyone is very friendly & helpful. This is what we expect from a clinic. They provide the tests result in your email which is very appreciative. Love to take the service from them. Keep up the great work 👍,positive,place neat clean service outstanding everyone friendly helpful expect clinic provide test result email appreciative love take service keep great work
"Easy and great experience for travelers COVID-19 testing requirements. The process is straight forward and fast, with a great turn around time for providing the results. After you receive the text message of your results you can come back in person to receive the printed copy of the test results for safe keeping when traveling.",positive,easy great experience travelers covid test requirements process straight forward fast great turn around time provide result receive text message result come back person receive print copy test result safe keep travel
Very neat and clean with good professional behaviour.,positive,neat clean good professional behaviour
"Excellent medical service, best in Bangleldesh. Once inside the centre you may feel like very cared and the service is international standard. There should be more such centres in Dhaka, if required the corporate sectors should provide financial support to ensure sustainability.",positive,excellent medical service best bangleldesh inside centre feel like care service international standard centre dhaka require corporate sectors provide financial support ensure sustainability
"Well behaved general staff, caring clinical staff, professional doctors. The entire set up is well managed albeit spread across several floors of a small building. Parking not available. They send reports over email should be a standard …",mixed,well behave general staff care clinical staff professional doctor entire well manage albeit spread across several floor small build park available send report email standard
"Excellent service, management, customer -relation, and environment. I am impressed with their high maintenance and sparing no expense to prioritise customers. They would do well if they keep up the current efforts, given their lucrative location.",mixed,excellent service management customer relation environment impress high maintenance spar expense prioritise customers would well keep current efforts give lucrative location
Visited this place for travel Covid test. People were welcoming and things were ok until they send us upstairs for payment depositiveit.  It took almost an hour to depositiveit the payment for 3 people even though there wasn’t many people ahead of …,negative,visit place travel covid test people welcome things send upstairs payment depositiveit take almost hour depositiveit payment people even though many people ahead
It was really a nice experience. Every person who works there was helpful and professional. I have been to EverCare hospital. If I compare between these 2 hospital then I'll give 5 to Praava Health and 1 to Ever Care.,positive,really nice experience every person work helpful professional evercare hospital compare hospital give praava health ever care
Very good service (so far). They offer reasonable health packages.,positive,good service offer reasonable health package
"If you need a RT-PCR test, Praava Health can be a good choice.",positive,need test praava health good choice
"Very well organized diagnosis center renowned for their COVID Test. Besides the International Departed Travellers, they also test normal individual for COVID test by taking sample at home only booking system. The process in both cases, are …",positive,well organize diagnosis center renowned covid test besides international depart travellers also test normal individual covid test take sample home book system process case
One of the best health check-up diagnostic center. From the entry gate to inside everything neat & clean. Customer support & staff are very cordial.  Recently i was visit for my cousin travel covid19 test. I am really happy to see there …,positive,best health check diagnostic center entry gate inside everything neat clean customer support staff cordial recently visit cousin travel test really happy
"Great service. I have done some test there. They are very friendly, I got the report via email. Recommended",positive,great service do test friendly report email recommend
"Clean, well organized and setting a benchmark. Although only did 1 test but assuming other tests and services are good as well.",positive,clean well organize set benchmark although test assume test service good well
"Best Health care service in Bangladesh by far , they have apps in Google play store , online services , test , doctors and their follow up is amazing ☺️ they have Lab, Doctors and lots of other services in the same floor located in Banani . …",positive,best health care service bangladesh apps google play store online service test doctor follow amaze doctor lot service floor locate banani
"I went there for PCR COVID testing for travel. The process to make appointment, the actual sample collection and online as well as printer result collection process was very easy and impressive. I had done similar COVID testing few weeks …",positive,go covid test travel process make appointment actual sample collection online well printer result collection process easy impressive do similar covid test weeks
I went to Praava yesterday to do Covid test urgently for going abroad. The staffs were very friendly and helpful. I got my result in time. I would go to Praava again. Thanks to the receptionist (sorry I don’t know the name) who helped me. I’m very grateful to him.,positive,go praava yesterday covid test urgently go abroad staff friendly helpful result time would praava thank receptionist sorry know name help grateful
stunning service from the staves to the receptionists to the sample collectors. everyone is just super cooperative and welcoming. the whole establishment is nicely air conditioned and there are huge waiting/sitting areas throughout the …,positive,stun service stave receptionists sample collectors everyone super cooperative welcome whole establishment nicely condition huge wait sit areas throughout
I went yesterday to do my PCR test. Unfortunately the result came positive. However all their stuffs are amazing. Specially the lady doctor who called me was awesome. She listened all my complicay carefully and prescribed me by email which …,positive,go yesterday test unfortunately result come positive however stuff amaze specially lady doctor call awesome listen complicay carefully prescribe email
Service is quite good and hassle free which is very rare in whole bangladesh. Went there for my traveller's covid test. They are fast on delivering reports. Recommend!,positive,service quite good hassle free rare whole bangladesh go traveller covid test fast deliver report recommend
